Ship_Date,Segment,State,Postal_Code,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
01-08-2017,Consumer,Texas,78207,Central,Cameras ,Canon,287,3,0.4,33.5895
01-08-2017,Consumer,Texas,78207,Central,Mobile Phones,Motorola ,36,3,0.2,11.895
02-08-2017,Consumer,Georgia,30076,South,Mobile Phones,LG,1,1,0,0.4984
02-08-2017,Consumer,Georgia,30076,South,Mobile Phones,Pixel,25,4,0,12.4416
02-08-2017,Consumer,Georgia,30076,South,Cameras ,Nikon,101,6,0,21.4074
03-08-2017,Corporate,Colorado,80027,West,Mobile Phones,LG,6,2,0.2,0.5992
03-08-2017,Consumer,California,90036,West,Laptops,Asus,474,11,0,199.2606
03-08-2017,Consumer,Pennsylvania,19143,East,Mobile Phones,Pixel,8,2,0.2,2.64
03-08-2017,Consumer,Pennsylvania,19143,East,Mobile Phones,OnePlus,39,4,0.2,3.9296
03-08-2017,Home Office,Wisconsin,54880,Central,Mobile Phones,LG,17,4,0,4.9648
03-08-2017,Consumer,Georgia,30318,South,Mobile Phones,Samsung,542,3,0,152.0232
03-08-2017,Consumer,Georgia,30318,South,Mobile Phones,HTC,8,3,0,4.2336
03-08-2017,Consumer,Georgia,30318,South,Mobile Phones,Pixel,193,5,0,94.962
03-08-2017,Consumer,Georgia,30318,South,Mobile Phones,Pixel,21,5,0,9.63
03-08-2017,Consumer,Georgia,30318,South,Mobile Phones,Pixel,97,2,0,48.94
03-08-2017,Consumer,Georgia,30318,South,Cameras ,Nikon,251,9,0,47.8629
04-08-2017,Consumer,Georgia,30318,South,Mobile Phones,Samsung,25,3,0,6.7236
04-08-2017,Consumer,Pennsylvania,19013,East,Laptops,HP,170,3,0.3,-4.8588
04-08-2017,Consumer,Pennsylvania,19013,East,Cameras ,Sony,82,3,0.4,-15.1767
04-08-2017,Consumer,Pennsylvania,19013,East,Laptops,HP,853,5,0.3,0
04-08-2017,Corporate,California,94110,West,Laptops,Dell,556,5,0.15,6.549
04-08-2017,Corporate,California,94110,West,Cameras ,Sony,95,4,0.2,34.742
04-08-2017,Corporate,Texas,76021,Central,Mobile Phones,Pixel,29,4,0.2,10.0116
05-08-2017,Corporate,Texas,76021,Central,Mobile Phones,LG,9,7,0.2,2.87
05-08-2017,Corporate,Texas,76021,Central,Cameras ,Sony,153,2,0.2,13.4386
05-08-2017,Corporate,Texas,76021,Central,Mobile Phones,iPhone,12,8,0.8,-22.512
05-08-2017,Consumer,Louisiana,70506,South,Cameras ,Canon,479,3,0,239.985
05-08-2017,Consumer,Louisiana,70506,South,Laptops,HP,232,4,0,60.5488
06-08-2017,Home Office,Washington,98042,West,Mobile Phones,Samsung,236,6,0,66.3264
06-08-2017,Home Office,Washington,98042,West,Mobile Phones,Pixel,29,5,0,14.651
06-08-2017,Home Office,Washington,98042,West,Cameras ,Nikon,100,4,0,21
07-08-2017,Corporate,Ohio,44052,East,Mobile Phones,iPhone,18,3,0.7,-14.3313
07-08-2017,Corporate,Ohio,44052,East,Cameras ,Nikon,383,6,0.2,76.7904
07-08-2017,Consumer,Illinois,60623,Central,Mobile Phones,OnePlus,24,2,0.2,1.551
07-08-2017,Corporate,California,94110,West,Laptops,Asus,24,5,0,8.217
07-08-2017,Corporate,California,94110,West,Mobile Phones,Pixel,21,4,0,9.504
08-08-2017,Corporate,California,94110,West,Cameras ,Canon,767,6,0.2,287.982
08-08-2017,Corporate,California,94110,West,Mobile Phones,iPhone,14,3,0.2,4.6644
08-08-2017,Corporate,California,94110,West,Cameras ,Sony,191,3,0.2,19.1976
08-08-2017,Corporate,California,94110,West,Mobile Phones,HTC,274,9,0,126.3942
08-08-2017,Corporate,California,94110,West,Laptops,Asus,70,6,0,23.9904
08-08-2017,Consumer,California,94110,West,Laptops,Asus,204,5,0,57.358
08-08-2017,Corporate,Texas,77070,Central,Mobile Phones,iPhone,9,3,0.8,-13.734
08-08-2017,Consumer,Illinois,60653,Central,Mobile Phones,Samsung,23,2,0.8,-62.3792
09-08-2017,Corporate,New York,10035,East,Mobile Phones,Pixel,80,3,0,39.6312
09-08-2017,Corporate,New York,10035,East,Cameras ,Nikon,599,10,0,191.968
09-08-2017,Consumer,New York,10011,East,Laptops,Asus,276,3,0,49.8042
10-08-2017,Consumer,New York,10011,East,Laptops,HP,172,2,0.1,32.6332
10-08-2017,Corporate,Pennsylvania,19134,East,Mobile Phones,LG,4,3,0.2,1.4784
10-08-2017,Corporate,Pennsylvania,19134,East,Laptops,Lenovo,409,2,0.4,-81.8544
11-08-2017,Corporate,Pennsylvania,19134,East,Mobile Phones,HTC,55,11,0.2,18.018
11-08-2017,Corporate,Pennsylvania,19134,East,Mobile Phones,Pixel,20,4,0.2,6.8016
11-08-2017,Corporate,Pennsylvania,19134,East,Mobile Phones,OnePlus,1801,6,0.2,-337.806
11-08-2017,Corporate,Pennsylvania,19134,East,Laptops,Lenovo,67,1,0.4,-20.1528
11-08-2017,Consumer,Illinois,60610,Central,Mobile Phones,OnePlus,646,5,0.2,-8.0775
11-08-2017,Consumer,California,94601,West,Cameras ,Sony,72,7,0.2,-15.4581
11-08-2017,Consumer,California,94601,West,Laptops,HP,572,3,0.2,35.76
11-08-2017,Consumer,Illinois,60610,Central,Cameras ,Nikon,68,3,0.2,17.8794
11-08-2017,Corporate,Washington,98105,West,Mobile Phones,iPhone,25,3,0.2,7.8225
11-08-2017,Consumer,Pennsylvania,19143,East,Cameras ,Nikon,39,1,0.2,7.4985
11-08-2017,Consumer,North Carolina,28027,South,Mobile Phones,LG,20,9,0.2,1.7514
12-08-2017,Consumer,North Carolina,28027,South,Mobile Phones,Mi,3,1,0.2,0.3492
12-08-2017,Corporate,North Carolina,28205,South,Mobile Phones,Nokia,7,5,0.2,1.41
12-08-2017,Corporate,North Carolina,28205,South,Mobile Phones,LG,10,3,0.2,0.8988
12-08-2017,Corporate,North Carolina,28205,South,Mobile Phones,HTC,47,12,0.2,15.5376
12-08-2017,Corporate,North Carolina,28205,South,Cameras ,Sony,978,9,0.2,110.1195
12-08-2017,Consumer,Texas,75081,Central,Mobile Phones,iPhone,13,9,0.8,-21.681
12-08-2017,Consumer,Texas,75081,Central,Mobile Phones,iPhone,10,4,0.8,-16.5396
12-08-2017,Consumer,Texas,75081,Central,Laptops,Dell,156,2,0.32,-52.8908
12-08-2017,Home Office,Indiana,46203,Central,Cameras ,GoPro,999,2,0,449.991
13-08-2017,Home Office,Oklahoma,74012,Central,Cameras ,Sony,821,6,0,213.7044
13-08-2017,Consumer,Florida,33023,South,Laptops,Asus,220,4,0.2,55.016
13-08-2017,Consumer,Florida,33023,South,Laptops,Asus,339,4,0.2,0
13-08-2017,Corporate,Nebraska,68104,Central,Mobile Phones,iPhone,7,2,0,3.3088
13-08-2017,Corporate,Nebraska,68104,Central,Mobile Phones,Nokia,5,4,0,0.2016
13-08-2017,Corporate,Nebraska,68104,Central,Mobile Phones,Pixel,116,3,0,56.9772
13-08-2017,Consumer,North Carolina,28540,South,Cameras ,Sony,47,3,0.2,4.7976
13-08-2017,Corporate,Oregon,97224,West,Mobile Phones,Pixel,60,9,0.2,22.518
13-08-2017,Corporate,Oregon,97224,West,Mobile Phones,iPhone,5,1,0.7,-3.5154
13-08-2017,Corporate,Illinois,62521,Central,Mobile Phones,iPhone,182,3,0.8,-320.2395
13-08-2017,Corporate,Illinois,62521,Central,Mobile Phones,Pixel,10,3,0.2,3.21
15-08-2017,Home Office,Arizona,85023,West,Mobile Phones,iPhone,7,3,0.7,-6.0237
15-08-2017,Corporate,California,95823,West,Cameras ,Sony,302,2,0.2,30.2384
15-08-2017,Corporate,California,95823,West,Mobile Phones,iPhone,20,3,0.2,7.0713
15-08-2017,Corporate,California,95823,West,Mobile Phones,iPhone,11,3,0.2,3.9771
15-08-2017,Consumer,Arkansas,72401,South,Laptops,Dell,638,9,0,172.4814
15-08-2017,Corporate,New York,10035,East,Mobile Phones,HTC,20,2,0,9.936
16-08-2017,Corporate,New York,10035,East,Mobile Phones,Mi,10,3,0,3.285
16-08-2017,Corporate,New York,10035,East,Mobile Phones,iPhone,14,3,0.2,4.6644
16-08-2017,Consumer,Ohio,44312,East,Mobile Phones,OnePlus,221,2,0.2,-55.256
16-08-2017,Consumer,Kentucky,41042,South,Cameras ,Canon,3080,7,0,1416.8
16-08-2017,Consumer,Kentucky,41042,South,Cameras ,Nikon,79,4,0,18.3908
17-08-2017,Consumer,Kentucky,41042,South,Cameras ,Sony,587,3,0,170.5113
18-08-2017,Consumer,Minnesota,55407,Central,Mobile Phones,Pixel,32,5,0,15.552
18-08-2017,Consumer,Minnesota,55407,Central,Mobile Phones,OnePlus,404,5,0,16.196
18-08-2017,Consumer,Minnesota,55407,Central,Mobile Phones,iPhone,9449,5,0,4630.4755
18-08-2017,Consumer,Minnesota,55407,Central,Mobile Phones,iPhone,12,2,0,6.47
18-08-2017,Consumer,Texas,77095,Central,Mobile Phones,Samsung,2,1,0.8,-5.2072
18-08-2017,Consumer,Texas,77095,Central,Mobile Phones,Samsung,0,1,0.8,-1.11
18-08-2017,Consumer,Texas,77095,Central,Mobile Phones,Pixel,146,8,0.2,47.5072
18-08-2017,Home Office,Nebraska,68025,Central,Laptops,Asus,15,2,0,7.0048
19-08-2017,Consumer,California,92105,West,Cameras ,Sony,159,5,0.2,17.9955
19-08-2017,Consumer,California,92105,West,Mobile Phones,iPhone,13,2,0.2,4.644
19-08-2017,Consumer,Texas,77041,Central,Mobile Phones,iPhone,4,2,0.8,-6.8992
19-08-2017,Consumer,New York,10011,East,Mobile Phones,OnePlus,13,2,0,0.2792
19-08-2017,Consumer,New York,10011,East,Laptops,Lenovo,27,3,0.4,-14.1639
19-08-2017,Corporate,Michigan,48227,Central,Cameras ,Sony,73,2,0,19.9746
19-08-2017,Corporate,Michigan,48227,Central,Laptops,Dell,160,1,0,20.9274
19-08-2017,Corporate,Michigan,48227,Central,Mobile Phones,Pixel,17,3,0,8.4966
19-08-2017,Corporate,Michigan,48227,Central,Mobile Phones,LG,3,1,0,0.9512
20-08-2017,Corporate,Texas,77095,Central,Mobile Phones,HTC,8,3,0.2,2.9889
20-08-2017,Corporate,Texas,77095,Central,Cameras ,Sony,158,3,0.2,13.8579
20-08-2017,Consumer,Washington,98105,West,Mobile Phones,iPhone,1219,5,0.2,381.2375
21-08-2017,Consumer,California,90036,West,Mobile Phones,iPhone,3,2,0.2,0.99
21-08-2017,Consumer,California,90036,West,Mobile Phones,Pixel,19,3,0,9.3312
21-08-2017,Consumer,California,90036,West,Mobile Phones,OnePlus,454,7,0,54.5832
21-08-2017,Consumer,California,90036,West,Mobile Phones,iPhone,91,8,0.2,29.7024
22-08-2017,Consumer,Pennsylvania,19120,East,Cameras ,Nikon,19,4,0.2,-1.428
22-08-2017,Consumer,Washington,98103,West,Mobile Phones,Pixel,37,6,0,16.848
22-08-2017,Consumer,Washington,98103,West,Mobile Phones,HTC,37,3,0,17.6673
22-08-2017,Consumer,Washington,98103,West,Mobile Phones,iPhone,26,2,0.2,9.4366
22-08-2017,Corporate,New York,13601,East,Mobile Phones,Samsung,35,3,0,9.6957
22-08-2017,Consumer,Florida,32216,South,Laptops,Asus,91,3,0.2,-2.2758
22-08-2017,Consumer,Virginia,22204,South,Mobile Phones,LG,54,6,0,18.0378
22-08-2017,Consumer,North Carolina,28205,South,Mobile Phones,OnePlus,67,6,0.2,7.5762
22-08-2017,Consumer,North Carolina,28205,South,Cameras ,Canon,2624,3,0.5,-944.9946
22-08-2017,Consumer,Washington,98103,West,Mobile Phones,Samsung,73,4,0,21.2512
22-08-2017,Corporate,Illinois,60623,Central,Mobile Phones,iPhone,14,5,0.8,-23.892
22-08-2017,Consumer,Florida,33021,South,Mobile Phones,Pixel,11,3,0.2,4.0338
22-08-2017,Consumer,Florida,33021,South,Mobile Phones,Pixel,15,3,0.2,5.6376
22-08-2017,Consumer,Virginia,23320,South,Mobile Phones,Nokia,45,9,0,21.6
22-08-2017,Consumer,Virginia,23320,South,Cameras ,Canon,209,3,0,90.2871
22-08-2017,Home Office,California,90036,West,Mobile Phones,iPhone,112,5,0.2,42.045
23-08-2017,Home Office,California,90036,West,Mobile Phones,OnePlus,1575,7,0,204.7682
23-08-2017,Consumer,Virginia,22304,South,Mobile Phones,Nokia,25,7,0,12.53
23-08-2017,Corporate,Texas,77536,Central,Mobile Phones,iPhone,6,6,0.8,-10.386
23-08-2017,Consumer,Pennsylvania,19120,East,Mobile Phones,OnePlus,37,3,0.2,2.337
23-08-2017,Consumer,Pennsylvania,19120,East,Laptops,Asus,79,5,0.2,13.846
23-08-2017,Consumer,Kansas,67212,Central,Mobile Phones,HTC,18,3,0,8.694
23-08-2017,Consumer,Michigan,48640,Central,Mobile Phones,iPhone,57,9,0,26.4132
23-08-2017,Home Office,California,94110,West,Mobile Phones,LG,12,7,0,5.733
23-08-2017,Home Office,California,94110,West,Mobile Phones,LG,8,3,0,2.3814
23-08-2017,Home Office,California,94110,West,Laptops,HP,120,1,0.2,-13.5882
23-08-2017,Consumer,New York,11520,East,Laptops,Asus,322,3,0,64.518
23-08-2017,Consumer,Texas,78745,Central,Mobile Phones,iPhone,9,3,0.8,-15.1311
24-08-2017,Consumer,Texas,78745,Central,Mobile Phones,OnePlus,13,1,0.2,1.2005
24-08-2017,Consumer,Texas,78745,Central,Cameras ,Nikon,55,1,0.2,-2.07
24-08-2017,Consumer,Texas,78745,Central,Mobile Phones,OnePlus,259,4,0.2,-58.3056
24-08-2017,Consumer,Pennsylvania,19134,East,Mobile Phones,HTC,29,5,0.2,9.8685
24-08-2017,Consumer,Pennsylvania,19134,East,Mobile Phones,Pixel,15,3,0.2,5.4432
24-08-2017,Consumer,Pennsylvania,19134,East,Mobile Phones,Motorola ,4,3,0.2,1.6524
24-08-2017,Corporate,Tennessee,37620,South,Mobile Phones,iPhone,38,4,0.7,-27.9312
24-08-2017,Corporate,Tennessee,37620,South,Mobile Phones,iPhone,2,3,0.7,-1.9656
24-08-2017,Consumer,Pennsylvania,19140,East,Cameras ,Nikon,47,2,0.2,0.5998
24-08-2017,Consumer,Pennsylvania,19140,East,Mobile Phones,iPhone,26,6,0.7,-19.9824
24-08-2017,Corporate,Illinois,60610,Central,Mobile Phones,Pixel,15,3,0.2,5.1012
24-08-2017,Consumer,Georgia,31907,South,Mobile Phones,LG,12,3,0,3.7236
24-08-2017,Consumer,New York,10035,East,Cameras ,Sony,539,3,0,134.9925
24-08-2017,Consumer,New York,10035,East,Mobile Phones,OnePlus,22,2,0,5.8708
25-08-2017,Consumer,New Hampshire,3820,East,Mobile Phones,HTC,16,4,0,7.5992
25-08-2017,Consumer,New Hampshire,3820,East,Mobile Phones,iPhone,671,3,0,315.8118
25-08-2017,Corporate,Colorado,80013,West,Cameras ,Nikon,169,7,0.2,-14.7931
25-08-2017,Corporate,Colorado,80013,West,Mobile Phones,OnePlus,168,9,0.2,14.7546
25-08-2017,Corporate,New York,11561,East,Mobile Phones,Pixel,19,3,0,9.3312
25-08-2017,Consumer,California,91104,West,Mobile Phones,OnePlus,31,4,0,8.2992
25-08-2017,Consumer,California,91104,West,Laptops,HP,433,2,0.2,-65.0352
25-08-2017,Home Office,Arizona,85204,West,Mobile Phones,Pixel,31,6,0.2,10.8864
25-08-2017,Home Office,Arizona,85204,West,Mobile Phones,Pixel,54,3,0.2,17.8152
25-08-2017,Consumer,California,93727,West,Mobile Phones,OnePlus,48,7,0,0.9772
25-08-2017,Consumer,South Carolina,29203,South,Mobile Phones,iPhone,14,2,0,6.532
25-08-2017,Consumer,South Carolina,29203,South,Mobile Phones,Pixel,12,2,0,6.2208
25-08-2017,Consumer,South Carolina,29203,South,Mobile Phones,iPhone,58,2,0,28.0032
26-08-2017,Home Office,California,92704,West,Mobile Phones,LG,56,2,0,15.764
26-08-2017,Corporate,South Carolina,29203,South,Cameras ,Sony,629,5,0,163.787
26-08-2017,Corporate,South Carolina,29203,South,Mobile Phones,Pixel,122,3,0,60.2553
26-08-2017,Consumer,California,90045,West,Mobile Phones,Pixel,46,5,0,21.7845
26-08-2017,Home Office,California,94109,West,Mobile Phones,iPhone,14,9,0.2,5.4288
26-08-2017,Consumer,Texas,77036,Central,Mobile Phones,iPhone,4,5,0.8,-6.36
26-08-2017,Home Office,New York,10035,East,Cameras ,Nikon,319,4,0,115.1856
26-08-2017,Home Office,New York,10035,East,Mobile Phones,Pixel,17,3,0,7.668
27-08-2017,Home Office,New York,10035,East,Mobile Phones,OnePlus,344,3,0,10.3473
27-08-2017,Corporate,Massachusetts,2038,East,Laptops,Dell,81,1,0,20.485
27-08-2017,Consumer,Maryland,21215,East,Cameras ,Nikon,98,6,0,9.816
27-08-2017,Corporate,Texas,78501,Central,Mobile Phones,iPhone,6,7,0.8,-10.6547
27-08-2017,Corporate,Texas,78501,Central,Mobile Phones,iPhone,1,1,0.8,-3.2934
27-08-2017,Corporate,Texas,78501,Central,Mobile Phones,OnePlus,8,2,0.2,0.6696
27-08-2017,Corporate,Iowa,52240,Central,Mobile Phones,Pixel,9,1,0,4.4955
27-08-2017,Consumer,Delaware,19711,East,Cameras ,GoPro,10499,3,0,5039.9856
28-08-2017,Consumer,Texas,77070,Central,Mobile Phones,Pixel,21,5,0.2,6.6
28-08-2017,Corporate,Idaho,83704,West,Laptops,Lenovo,696,2,0,160.1766
28-08-2017,Corporate,Idaho,83704,West,Cameras ,Sony,304,3,0.2,22.8582
28-08-2017,Consumer,California,92105,West,Mobile Phones,LG,51,2,0,15.0742
28-08-2017,Consumer,California,90032,West,Laptops,Asus,24,5,0,10.374
28-08-2017,Consumer,New York,10024,East,Mobile Phones,HTC,21,3,0,10.3071
28-08-2017,Consumer,Pennsylvania,19134,East,Mobile Phones,Samsung,394,4,0.2,93.7688
29-08-2017,Consumer,Pennsylvania,19134,East,Mobile Phones,iPhone,18,4,0.7,-14.5536
29-08-2017,Home Office,New York,10024,East,Mobile Phones,HTC,7,1,0,3.4357
29-08-2017,Home Office,New York,10024,East,Cameras ,GoPro,799,2,0.2,249.995
29-08-2017,Home Office,New York,10024,East,Mobile Phones,Pixel,41,6,0,18.9888
29-08-2017,Home Office,New York,10024,East,Mobile Phones,Pixel,184,7,0,84.9436
29-08-2017,Consumer,Rhode Island,2920,East,Mobile Phones,LG,49,5,0,18.715
29-08-2017,Consumer,Rhode Island,2920,East,Mobile Phones,Pixel,10,2,0,4.7752
29-08-2017,Consumer,Rhode Island,2920,East,Laptops,Asus,14,2,0,4.2804
29-08-2017,Consumer,Rhode Island,2920,East,Mobile Phones,iPhone,34,2,0,15.6768
29-08-2017,Consumer,Rhode Island,2920,East,Laptops,Asus,17,3,0,7.7748
29-08-2017,Consumer,Rhode Island,2920,East,Laptops,HP,1604,5,0,481.47
29-08-2017,Consumer,Rhode Island,2920,East,Laptops,Lenovo,385,1,0.3,-60.6078
30-08-2017,Consumer,Illinois,60623,Central,Mobile Phones,Pixel,15,2,0.2,4.995
30-08-2017,Consumer,Kentucky,40475,South,Mobile Phones,Pixel,9,3,0,4.239
30-08-2017,Consumer,Kentucky,40475,South,Mobile Phones,LG,6,2,0,1.9024
30-08-2017,Consumer,Kentucky,40475,South,Mobile Phones,Pixel,24,2,0,11.5432
30-08-2017,Consumer,Indiana,46544,Central,Mobile Phones,iPhone,128,3,0,64.2
30-08-2017,Consumer,New York,10550,East,Mobile Phones,Motorola ,62,4,0,29.2716
31-08-2017,Corporate,California,90004,West,Mobile Phones,HTC,9,3,0,4.4352
01-09-2017,Corporate,California,94110,West,Laptops,Dell,482,8,0.15,85.176
01-09-2017,Corporate,California,94110,West,Cameras ,Canon,4799,2,0.2,359.9988
01-09-2017,Consumer,Washington,98103,West,Mobile Phones,Pixel,37,2,0,18.2112
01-09-2017,Consumer,Washington,98103,West,Mobile Phones,iPhone,18,6,0.2,6.6294
01-09-2017,Consumer,Washington,98103,West,Cameras ,Canon,385,5,0.2,130.2075
01-09-2017,Consumer,Washington,98103,West,Mobile Phones,OnePlus,102,2,0,1.0296
01-09-2017,Consumer,Washington,98103,West,Laptops,Dell,174,3,0,41.8608
01-09-2017,Consumer,Illinois,62301,Central,Mobile Phones,iPhone,1,2,0.8,-3.2406
01-09-2017,Corporate,Illinois,60623,Central,Laptops,Asus,94,3,0.6,-42.4926
01-09-2017,Consumer,Iowa,50322,Central,Mobile Phones,Nokia,45,4,0,21.5824
01-09-2017,Home Office,Washington,98103,West,Laptops,HP,61,1,0.2,-6.9282
01-09-2017,Corporate,Indiana,47374,Central,Mobile Phones,Pixel,22,1,0,10.3408
01-09-2017,Corporate,Texas,75220,Central,Laptops,Asus,332,9,0.6,-348.6294
01-09-2017,Corporate,Texas,75220,Central,Mobile Phones,iPhone,11,9,0.8,-17.6607
02-09-2017,Corporate,Texas,75220,Central,Mobile Phones,Pixel,15,3,0.2,5.6376
02-09-2017,Corporate,Texas,75220,Central,Mobile Phones,Pixel,31,6,0.2,11.2752
02-09-2017,Corporate,Texas,75220,Central,Mobile Phones,iPhone,6,1,0.8,-10.4214
03-09-2017,Home Office,Pennsylvania,19143,East,Mobile Phones,Pixel,11,3,0.2,4.1151
03-09-2017,Home Office,Pennsylvania,19143,East,Mobile Phones,HTC,20,9,0.2,7.0227
03-09-2017,Home Office,Illinois,61107,Central,Mobile Phones,iPhone,11,4,0.8,-18.8364
03-09-2017,Corporate,Pennsylvania,19134,East,Mobile Phones,LG,9,7,0.2,0.7056
03-09-2017,Home Office,Washington,98105,West,Mobile Phones,LG,19,1,0,5.949
04-09-2017,Corporate,Michigan,49505,Central,Mobile Phones,Pixel,209,2,0,100.656
04-09-2017,Home Office,California,90004,West,Mobile Phones,Samsung,43,4,0,11.8584
04-09-2017,Home Office,California,90004,West,Mobile Phones,iPhone,20,3,0.2,6.5754
04-09-2017,Home Office,Virginia,22153,South,Cameras ,Sony,149,3,0,5.9988
04-09-2017,Home Office,Virginia,22153,South,Mobile Phones,Pixel,27,3,0,13.0707
04-09-2017,Corporate,California,90036,West,Cameras ,Nikon,66,3,0,8.619
04-09-2017,Home Office,Maryland,21215,East,Mobile Phones,LG,1,1,0,0.738
04-09-2017,Home Office,Maryland,21215,East,Laptops,Asus,1049,5,0,272.792
05-09-2017,Home Office,Maryland,21215,East,Laptops,Asus,20,5,0,7.524
05-09-2017,Consumer,Connecticut,6824,East,Mobile Phones,iPhone,88,6,0,40.5168
05-09-2017,Consumer,Connecticut,6824,East,Laptops,HP,751,4,0,150.384
05-09-2017,Corporate,New York,10011,East,Laptops,HP,887,7,0.1,177.4206
05-09-2017,Consumer,Florida,33801,South,Cameras ,Sony,55,7,0.2,-13.2867
05-09-2017,Consumer,Florida,33801,South,Mobile Phones,LG,10,2,0.2,2.2712
05-09-2017,Consumer,Florida,33801,South,Cameras ,Sony,11,2,0.2,1.0346
05-09-2017,Consumer,Illinois,61032,Central,Mobile Phones,Pixel,63,3,0.2,20.5764
05-09-2017,Consumer,Illinois,61032,Central,Mobile Phones,iPhone,96,4,0.8,-145.176
05-09-2017,Consumer,Illinois,61032,Central,Laptops,Asus,10,3,0.6,-6.8094
06-09-2017,Corporate,Oregon,97504,West,Mobile Phones,iPhone,9,2,0.7,-6.8334
06-09-2017,Corporate,Washington,98103,West,Laptops,HP,196,2,0.2,-22.1382
06-09-2017,Corporate,New York,10035,East,Mobile Phones,Motorola ,47,2,0,23.99
06-09-2017,Corporate,Connecticut,6824,East,Mobile Phones,HTC,13,5,0,6.003
06-09-2017,Consumer,Minnesota,56560,Central,Cameras ,Nikon,63,4,0,19.8276
06-09-2017,Consumer,Georgia,31907,South,Mobile Phones,Samsung,80,1,0,24.144
06-09-2017,Consumer,Pennsylvania,19143,East,Mobile Phones,iPhone,11,3,0.7,-7.782
06-09-2017,Consumer,Texas,77036,Central,Laptops,Lenovo,863,8,0.3,-160.2952
06-09-2017,Consumer,Texas,77036,Central,Mobile Phones,iPhone,3,3,0.8,-6.237
06-09-2017,Consumer,Texas,77036,Central,Laptops,Dell,956,7,0.32,-225.0976
06-09-2017,Consumer,Texas,77036,Central,Mobile Phones,iPhone,12,3,0.8,-20.1408
06-09-2017,Consumer,Texas,77036,Central,Cameras ,Nikon,171,5,0.2,45.1395
06-09-2017,Consumer,Washington,98115,West,Laptops,Lenovo,871,4,0,148.138
06-09-2017,Corporate,Tennessee,38301,South,Laptops,Asus,692,11,0.2,190.4298
06-09-2017,Corporate,Maryland,21215,East,Laptops,Asus,207,4,0,85.1816
06-09-2017,Consumer,Utah,84107,West,Cameras ,Sony,71,9,0.2,6.2937
06-09-2017,Consumer,Utah,84107,West,Mobile Phones,LG,25,1,0,7.5371
06-09-2017,Corporate,Washington,98105,West,Mobile Phones,iPhone,3,1,0.2,1.1225
06-09-2017,Corporate,Texas,75220,Central,Mobile Phones,Samsung,48,2,0.8,-121.58
06-09-2017,Home Office,Washington,98105,West,Mobile Phones,OnePlus,323,2,0,61.389
06-09-2017,Corporate,New Jersey,8701,East,Cameras ,Canon,9099,7,0,2365.9818
06-09-2017,Corporate,New Jersey,8701,East,Laptops,Asus,9,2,0,3.2868
06-09-2017,Corporate,New Jersey,8701,East,Mobile Phones,iPhone,25,5,0,11.891
06-09-2017,Home Office,New York,10011,East,Mobile Phones,Pixel,11,2,0,5.2256
06-09-2017,Home Office,New York,10011,East,Laptops,HP,69,2,0.1,14.6224
06-09-2017,Consumer,Indiana,46203,Central,Mobile Phones,HTC,3,1,0,1.7343
06-09-2017,Consumer,Indiana,46203,Central,Mobile Phones,iPhone,1103,3,0,496.7865
06-09-2017,Corporate,Texas,77642,Central,Laptops,Dell,246,2,0.32,-76.0116
06-09-2017,Corporate,Texas,77642,Central,Mobile Phones,HTC,11,2,0.2,3.9474
06-09-2017,Corporate,Texas,77642,Central,Cameras ,GoPro,439,1,0.2,164.997
07-09-2017,Home Office,Tennessee,37211,South,Mobile Phones,OnePlus,64,1,0.2,-12.9568
07-09-2017,Corporate,Texas,77095,Central,Mobile Phones,iPhone,33,5,0.8,-49.92
07-09-2017,Corporate,Texas,77095,Central,Mobile Phones,Pixel,14,3,0.2,4.9308
07-09-2017,Home Office,California,90004,West,Mobile Phones,LG,11,2,0,2.79
07-09-2017,Home Office,California,90004,West,Laptops,Lenovo,896,9,0.2,22.4082
07-09-2017,Home Office,California,90004,West,Mobile Phones,Samsung,189,1,0,68.04
07-09-2017,Consumer,Pennsylvania,19140,East,Cameras ,Sony,53,3,0.4,-10.7964
07-09-2017,Corporate,Oregon,97756,West,Laptops,Lenovo,177,5,0.5,-120.513
07-09-2017,Consumer,California,95610,West,Laptops,Asus,129,3,0,54.3438
07-09-2017,Corporate,California,90032,West,Mobile Phones,OnePlus,54,4,0,0.5432
07-09-2017,Consumer,Florida,32303,South,Cameras ,Sony,4367,13,0.2,327.5922
07-09-2017,Consumer,Florida,32303,South,Mobile Phones,Pixel,49,2,0.2,15.49
07-09-2017,Consumer,Florida,32303,South,Mobile Phones,Samsung,161,6,0.2,12.1032
07-09-2017,Consumer,Florida,32303,South,Laptops,Asus,2,2,0.2,0.4176
08-09-2017,Consumer,Florida,32303,South,Mobile Phones,Pixel,8,5,0.2,2.943
08-09-2017,Home Office,Ohio,44107,East,Mobile Phones,LG,3,1,0.2,1.0269
08-09-2017,Consumer,Texas,75056,Central,Mobile Phones,Motorola ,59,7,0.2,19.4194
08-09-2017,Consumer,Washington,98105,West,Laptops,Asus,63,4,0,3.196
08-09-2017,Consumer,Washington,98105,West,Cameras ,Sony,383,5,0.2,38.396
08-09-2017,Corporate,California,90032,West,Mobile Phones,iPhone,7,3,0.2,2.8101
08-09-2017,Corporate,California,90032,West,Mobile Phones,iPhone,33,2,0.2,11.7488
08-09-2017,Consumer,California,90045,West,Cameras ,Sony,666,7,0.2,66.6344
